time_s,signal_uv,event
1.416,0.32197972457888957,0
1.418,-5.4187594515760455,0
1.42,0.4389994862914857,0
1.422,3.833405457906139,0
1.424,2.149584085364806,0
1.426,-1.8623789760496028,0
1.428,-1.7214412929564713,0
1.43,-8.179778502472818,0
1.432,-4.269281060302316,0
1.434,-0.34465094260882184,0
1.436,-0.5507736385615992,0
1.438,9.888980228500358,0
1.44,-0.4673722925792869,0
1.442,-0.17618598510847427,0
1.444,2.24385896932532,0
1.446,-2.10105477526745,0
1.448,-5.847168104888549,0
1.45,-3.3048373386458314,0
1.452,-1.690403848338373,0
1.454,-0.42069202603539285,0
1.456,-2.197558740421615,0
1.458,-6.250815043034184,0
1.46,-1.7574363748121937,0
1.462,1.0595764616243752,0
1.464,-2.3201649188660762,0
1.466,8.822561272535447,0
1.468,-2.961287297439744,0
1.47,-4.220669813818518,0
1.472,-5.118987131355129,0
1.474,4.7856796413903675,0
1.476,5.847614148898005,0
1.478,4.170563721077524,0
1.48,0.3648415942938165,0
1.482,0.09570864698071871,0
1.484,4.0236267409046045,0
1.486,-3.3208789558978338,0
1.488,-1.7341427146486827,0
1.49,-0.8503796317422484,0
1.492,0.15993459494456688,0
1.494,11.168202386937471,0
1.496,-9.870750209723408,0
1.498,-4.909844199968686,0
1.5,5.383823329772273,0
1.502,-0.36956179577283504,0
1.504,-0.6505257890040655,0
1.506,3.3219520138200154,0
1.508,-4.378491118941844,0
1.51,2.1084000844463175,0
1.512,-1.6076238368774907,0
1.514,2.300516013105211,0
1.516,-4.197177217710286,0
1.518,-0.6264558982834908,0
1.52,6.081472792728804,0
1.522,4.750018724476007,0
1.524,6.772987752156951,0
1.526,-2.4041101304366257,0
1.528,1.7954832955914117,0
1.53,-0.12031361402016484,0
1.532,-11.100073514793863,0
1.534,2.718746501834314,0
1.536,-4.542344617256608,0
1.538,0.6562980402156101,0
1.54,-6.114566581718558,0
1.542,-0.07659451849566458,0
1.544,-9.844543546801075,0
1.546,10.966819601619255,0
1.548,0.6093430004954898,0
1.55,0.558529562514806,0
1.552,-2.543335048860345,0
1.554,-5.07835954792703,0
1.556,-0.5069710011563605,0
1.558,0.20367595045662873,0
1.56,10.776578559433736,0
1.562,-0.843981385096514,0
1.564,-0.9694780862449172,0
1.566,0.767076141689689,0
1.568,10.918923511652045,0
1.57,-7.780141810249729,0
1.572,-0.4468474624579657,0
1.574,1.7261658073739785,0
1.576,-6.726658160005343,0
1.578,1.332619517608687,0
1.58,-1.719580256882265,0
1.582,-2.310699258393542,0
1.584,5.665472653405075,0
1.586,-5.066461072666928,0
1.588,-6.702923981134977,0
1.59,-3.943859626128272,0
1.592,-1.0352242704347032,0
1.594,1.9223981046996426,0
1.596,1.4010636626837731,0
1.598,-8.778121116391615,0
1.6,1.2397885917706573,0
1.602,-1.2491226821185688,0
1.604,0.5941045933040872,0
1.606,-7.421724522094732,0
1.608,-1.6879686548325847,0
1.61,-3.4988796395634725,0
1.612,-6.405893288933439,0
1.614,2.380107107547315,0
1.616,-0.09640031340506038,0
1.618,1.5552531764372515,0
1.62,2.3767350620325938,0
1.622,1.1651982796395866,0
1.624,-3.884984784312111,0
1.626,-6.765693728008061,0
1.628,-8.110560901520698,0
1.63,7.209181969278542,0
1.632,3.2814395936062035,0
1.634,0.14243348655994312,0
1.636,2.534028930950469,0
1.638,10.808898344706826,0
1.64,-0.5185232479221438,0
1.642,3.7175365546398504,0
1.644,4.444371970432735,0
1.646,3.270389282092413,0
1.648,1.0794599561253246,0
1.65,-4.778872121155577,0
1.652,-2.5694673278470903,0
1.654,-2.169751818440708,0
1.656,3.5511437017484067,0
1.658,-1.3952978390142687,0
1.66,-3.494148483908975,0
1.662,0.4406031936415127,0
1.664,2.001848911495651,0
1.666,1.862759078409075,0
1.668,2.579909529103761,0
1.67,-2.7548965164838393,0
1.672,-7.606208320056563,0
1.674,-8.635229172227394,0
1.676,7.069646746953261,0
1.678,4.0161628613217735,0
1.68,-1.5008519279919696,0
1.682,6.061962935134243,0
1.684,0.8163238856629158,0
1.686,-5.575183946539829,0
1.688,1.0040331484725242,0
1.69,-3.151066945392155,0
1.692,0.04127511770847781,0
1.694,-3.7015438659893984,0
1.696,-8.88111811003622,0
1.698,1.9497851373952535,0
1.7,-6.918688179103942,0
1.702,4.905115752741205,0
1.704,-4.362588727590707,0
1.706,1.0121868215746097,0
1.708,3.4348469603839193,0
1.71,-2.2814447020347988,0
1.712,-10.626930512051862,0
1.714,-7.9305719576799625,0
1.716,-5.025022100215248,0
1.718,-2.8933252425369087,0
1.72,-0.47288984371802223,0
1.722,-4.704803164637079,0
1.724,-7.649859696134539,0
1.726,-0.6355663873749264,0
1.728,2.549441434756633,0
1.73,-0.35336703573176254,0
1.732,-1.678996523146633,0
1.734,-11.22324529261075,0
1.736,-1.9265436517719352,0
1.738,-4.253307035433331,0
1.74,-1.3513738819095436,0
1.742,-2.699720747932171,0
1.744,5.2467234994069205,0
1.746,-10.99390576561818,0
1.748,1.398396182306029,0
1.75,0.1589648752594338,0
1.752,-5.172955988041414,0
1.754,-6.631294355638459,0
1.756,1.5392976034667707,0
1.758,-7.188016943244638,0
1.76,-6.925630209501795,0
1.762,-0.28544573522722894,0
1.764,-5.225223857847453,0
1.766,3.362047220386759,0
1.768,0.3421684742422717,0
1.77,-2.7389542144246786,0
1.772,-7.383726007442194,0
1.774,-1.3690470771582086,0
1.776,5.477147905765813,0
1.778,0.17435190748961055,0
1.78,-2.0376493139877367,0
1.782,-7.7116688826962445,0
1.784,1.5850735613800033,0
1.786,-0.10494661472718206,0
1.788,3.6966910981335745,0
1.79,5.381973364167848,0
1.792,4.464818966643146,0
1.794,4.682332039848839,0
1.796,-5.4058680713451075,0
1.798,-4.402499727535812,0
1.8,-2.1090688534130733,0
1.802,-13.11637056268241,0
1.804,-2.787722314362573,0
1.806,7.473372987102317,0
1.808,8.777767549266555,0
1.81,2.178924984393183,0
1.812,0.8192606057098455,0
1.814,1.6859283418605873,0
1.816,0.6742101601860946,0
1.818,0.5771994244871892,0
1.82,-4.731398588830719,0
1.822,2.2211767032123393,0
1.824,5.993717159493391,0
1.826,8.337339359323185,0
1.828,-0.2906731184247131,0
1.83,-2.843811660222739,0
1.832,3.2843866584060124,0
1.834,-4.722214664432495,0
1.836,-4.568881567528567,0
1.838,-1.612222407521217,0
1.84,0.3293137471265328,0
1.842,-7.787818090302269,0
1.844,-2.28297628040352,0
1.846,-9.326102665970936,0
1.848,-5.026885626567572,0
1.85,-0.4605990122379159,0
1.852,-0.16843727895138066,0
1.854,0.03103111220151241,0
1.856,3.743568358533423,0
1.858,3.3689196466097764,0
1.86,6.696952105322307,0
1.862,-7.802157826288444,0
1.864,0.7938089335154453,0
1.866,-7.793414209370169,0
1.868,-5.026447857580782,0
1.87,10.583744051421625,0
1.872,0.2891706117642039,0
